NorthVehicles,SouthVehicles,EastVehicles,WestVehicles,NorthWaitingTime,SouthWaitingTime,EastWaitingTime,WestWaitingTime,TimeOfDay,Weather,Emergency,TrafficDensity,CongestionLevel,GreenSignalTime,BestRoad
11,6,0,1,22,14,4,14,Night,Clear,None,Low,Low,20,North
34,20,17,33,105,74,63,99,Afternoon,Rainy,None,High,High,30,North
14,3,9,4,65,26,51,24,Night,Foggy,South,Low,Medium,10,South
2,6,10,8,4,19,35,26,Night,Clear,North,Low,Low,10,North
27,29,50,30,63,60,104,66,Evening,Clear,None,High,High,40,East
0,10,4,6,5,37,29,35,Night,Rainy,None,Low,Low,10,South
17,28,15,30,49,64,37,74,Afternoon,Clear,None,Medium,Medium,30,West
7,6,8,7,27,19,19,19,Night,Clear,None,Low,Low,10,North
32,53,18,30,65,120,48,62,Morning,Clear,None,High,High,50,South
30,31,47,53,74,68,100,115,Evening,Clear,None,Very High,High,50,West
45,18,50,45,95,37,115,99,Evening,Clear,None,High,High,40,East
34,35,46,43,98,109,141,116,Evening,Rainy,None,High,Very High,40,East
3,1,4,12,20,3,15,33,Night,Clear,None,Low,Low,20,West
25,34,52,32,59,78,114,78,Evening,Clear,None,High,High,50,East
33,27,17,17,77,55,36,42,Afternoon,Clear,None,Medium,Medium,30,North
44,38,23,28,94,90,59,71,Morning,Clear,None,High,High,40,North
15,31,38,14,42,69,80,35,Afternoon,Clear,None,Medium,Medium,40,East
22,20,33,22,56,50,78,54,Afternoon,Clear,None,Medium,Medium,30,East
47,38,56,32,106,90,114,69,Evening,Clear,None,Very High,High,50,East
30,45,11,27,66,102,36,69,Morning,Clear,None,High,High,40,South
35,28,28,13,94,85,86,49,Afternoon,Rainy,None,High,High,30,North
18,23,35,52,56,63,97,143,Evening,Rainy,None,High,High,50,West
42,29,34,14,87,61,69,38,Morning,Clear,None,High,High,40,North
40,43,50,51,92,95,109,104,Evening,Clear,None,Very High,Very High,50,West
7,11,4,9,23,27,22,24,Night,Clear,None,Low,Low,20,South
50,41,14,13,148,120,49,55,Morning,Rainy,None,High,High,40,North
21,30,27,25,54,68,63,54,Afternoon,Clear,None,High,Medium,30,South
35,21,20,24,81,55,44,51,Afternoon,Clear,None,High,Medium,30,North
4,7,13,9,27,21,44,40,Night,Foggy,None,Low,Medium,20,East
39,40,27,13,87,85,69,39,Morning,Clear,None,High,High,40,South
21,26,18,21,52,62,41,52,Afternoon,Clear,West,Medium,Medium,30,West
2,8,0,2,5,20,5,8,Night,Clear,None,Low,Low,10,South
35,20,22,12,117,85,74,49,Afternoon,Foggy,None,Medium,High,30,North
6,4,8,6,27,17,24,15,Night,Clear,None,Low,Low,10,East
25,29,26,18,78,83,82,51,Afternoon,Rainy,None,Medium,High,30,South
0,1,7,6,2,7,28,20,Night,Clear,None,Low,Low,10,East
50,34,9,17,102,82,28,47,Morning,Clear,None,High,High,40,North
33,30,19,21,66,73,42,51,Afternoon,Clear,None,High,Medium,30,North
27,19,53,32,58,39,113,66,Evening,Clear,None,High,High,50,East
23,44,38,31,61,95,87,66,Evening,Clear,None,High,High,40,South
38,30,34,41,131,114,124,133,Evening,Foggy,None,High,Very High,40,West
34,20,13,19,76,41,35,47,Afternoon,Clear,None,Medium,Medium,30,North
14,20,32,13,38,54,68,34,Afternoon,Clear,None,Medium,Medium,30,East
29,21,25,27,60,55,65,60,Afternoon,Clear,None,High,High,30,West
4,5,4,12,17,25,12,25,Night,Clear,None,Low,Low,20,West
20,32,38,28,44,69,81,69,Evening,Clear,None,High,High,40,East
4,4,0,12,17,10,9,27,Night,Clear,None,Low,Low,20,West
36,32,24,18,78,79,52,37,Morning,Clear,None,High,High,40,North
21,24,33,15,60,72,106,56,Afternoon,Rainy,None,Medium,High,30,East
26,38,15,18,67,79,45,51,Afternoon,Clear,None,Medium,High,40,South
53,48,30,15,180,151,97,57,Morning,Foggy,None,High,Very High,50,North
38,35,41,53,89,72,91,109,Evening,Clear,None,Very High,High,50,West
21,33,41,42,50,75,90,96,Evening,Clear,None,High,High,40,West
51,42,34,18,107,86,78,38,Morning,Clear,None,High,High,50,North
14,1,10,7,43,3,33,19,Night,Clear,None,Low,Low,20,North
50,49,30,20,107,106,61,48,Morning,Clear,None,High,High,40,South
42,48,20,23,84,108,50,58,Morning,Clear,None,High,High,40,South
30,38,53,34,71,78,107,71,Evening,Clear,None,High,High,50,East
27,36,37,34,89,125,116,124,Evening,Foggy,None,High,Very High,30,West
42,35,16,15,144,117,72,65,Morning,Foggy,None,High,High,40,North
34,36,29,14,82,72,65,35,Morning,Clear,None,High,High,30,North
19,24,40,26,50,54,85,60,Evening,Clear,None,High,High,40,East
23,38,32,51,77,139,110,165,Evening,Foggy,None,High,Very High,50,West
30,45,30,23,89,129,81,76,Morning,Rainy,None,High,High,40,South
21,36,36,25,43,82,77,63,Afternoon,Clear,None,High,High,40,South
11,10,3,1,25,27,19,3,Night,Clear,None,Low,Low,20,North
18,45,37,46,58,151,133,165,Evening,Foggy,None,High,Very High,40,West
36,41,40,33,81,95,85,75,Evening,Clear,West,High,High,30,West
23,26,50,48,72,87,152,145,Evening,Rainy,None,High,Very High,40,East
32,47,24,18,99,140,68,60,Morning,Rainy,None,High,High,40,South
5,9,10,8,31,49,37,37,Night,Foggy,None,Low,Medium,10,South
28,37,44,41,64,86,90,96,Evening,Clear,None,High,High,40,West
40,35,34,30,108,102,102,81,Morning,Rainy,None,High,High,40,North
25,23,40,41,87,76,120,120,Evening,Rainy,None,High,Very High,40,West
26,22,20,22,78,63,70,63,Afternoon,Rainy,None,Medium,High,30,North
4,14,0,12,22,29,12,26,Night,Clear,None,Low,Low,20,South
31,27,22,24,85,86,71,74,Afternoon,Rainy,None,High,High,30,North
38,25,47,41,84,63,99,94,Evening,Clear,None,High,High,40,East
34,15,38,46,82,45,81,107,Evening,Clear,None,High,High,40,West
47,43,15,21,102,93,33,48,Morning,Clear,None,High,High,40,North
47,34,19,22,105,73,52,55,Morning,Clear,None,High,High,40,North
28,26,35,29,65,52,78,70,Afternoon,Clear,None,High,High,30,East
20,34,19,19,53,76,40,43,Afternoon,Clear,None,Medium,Medium,30,South
0,0,10,0,4,17,36,20,Night,Rainy,None,Low,Low,10,East
29,29,22,18,63,69,51,44,Afternoon,Clear,None,Medium,Medium,30,South
35,26,42,39,98,87,124,124,Evening,Rainy,None,High,Very High,40,East
42,45,27,12,99,103,62,32,Morning,Clear,None,High,High,40,South
50,36,31,24,102,72,75,52,Morning,Clear,None,High,High,40,North
41,42,35,41,83,84,72,89,Evening,Clear,None,High,High,40,West
32,33,26,18,102,117,82,65,Morning,Foggy,None,High,High,30,South
38,41,30,8,79,84,63,16,Morning,Clear,None,High,High,40,South
14,8,8,3,42,21,19,10,Night,Clear,None,Low,Low,20,North
50,35,27,27,102,78,67,64,Morning,Clear,None,High,High,40,North
31,46,25,21,73,99,61,49,Morning,Clear,South,High,High,40,South
31,51,33,13,70,103,77,39,Morning,Clear,None,High,High,50,South
29,27,31,28,63,65,73,61,Afternoon,Clear,None,High,High,30,East
31,28,39,34,74,68,81,73,Evening,Clear,None,High,High,40,East
14,34,27,30,39,71,68,67,Afternoon,Clear,None,High,High,30,South
4,8,2,7,15,16,11,23,Night,Clear,None,Low,Low,10,West
9,11,13,8,22,27,31,23,Night,Clear,None,Medium,Low,20,East
32,45,31,9,89,141,95,39,Morning,Rainy,None,High,High,40,South
20,18,19,20,55,48,42,53,Afternoon,Clear,None,Medium,Medium,20,West
47,36,34,39,96,81,78,89,Evening,Clear,None,High,High,40,North
48,39,13,30,107,89,33,64,Morning,Clear,None,High,High,40,North
11,2,1,1,23,9,9,13,Night,Clear,None,Low,Low,20,North
2,3,0,5,6,25,16,25,Night,Rainy,None,Low,Low,10,West
5,5,2,8,22,16,17,16,Night,Clear,None,Low,Low,10,West
21,41,46,42,66,125,125,133,Evening,Rainy,North,High,Very High,40,West
47,30,19,11,96,69,38,24,Morning,Clear,None,High,Medium,40,North
38,20,33,41,87,41,80,93,Evening,Clear,None,High,High,40,West
7,10,1,0,25,44,18,8,Night,Rainy,None,Low,Low,10,South
22,27,23,28,52,58,52,69,Afternoon,Clear,None,High,Medium,30,West
17,24,14,21,36,57,35,49,Afternoon,Clear,East,Medium,Medium,20,East
26,13,35,37,62,29,77,80,Afternoon,Clear,None,High,High,40,West
29,31,25,30,69,74,53,64,Afternoon,Clear,None,High,High,30,South
25,12,19,17,64,36,48,45,Afternoon,Clear,None,Medium,Medium,30,North
34,43,30,14,105,125,98,55,Morning,Rainy,None,High,High,40,South
40,38,27,12,86,82,66,39,Morning,Clear,North,High,High,40,North
40,42,43,32,91,86,92,65,Evening,Clear,None,High,High,40,East
38,30,48,28,112,86,133,95,Evening,Rainy,South,High,Very High,30,South
31,23,22,15,110,77,77,62,Afternoon,Foggy,None,Medium,High,30,North
56,49,35,12,115,100,76,35,Morning,Clear,None,High,High,50,North
6,13,6,15,26,41,27,39,Night,Clear,None,Medium,Medium,20,West
21,32,22,25,54,76,54,61,Afternoon,Clear,None,High,High,30,South
25,32,18,23,50,66,42,52,Afternoon,Clear,None,Medium,Medium,30,South
40,36,35,16,94,85,73,35,Morning,Clear,None,High,High,40,North
31,32,23,17,90,90,64,60,Afternoon,Rainy,None,High,High,30,South
27,31,25,34,57,71,50,77,Afternoon,Clear,None,High,High,30,West
40,49,16,21,88,102,43,54,Morning,Clear,South,High,High,40,South
18,17,20,35,50,41,52,81,Afternoon,Clear,None,Medium,Medium,30,West
47,47,31,31,99,109,70,66,Morning,Clear,None,High,High,40,South
19,28,22,13,44,56,46,29,Afternoon,Clear,None,Medium,Medium,30,South
27,20,15,24,63,43,43,60,Afternoon,Clear,None,Medium,Medium,30,North
31,32,21,12,76,76,55,38,Morning,Clear,None,Medium,High,30,South
54,49,24,18,116,104,54,38,Morning,Clear,None,High,High,50,North
24,37,18,20,96,128,58,80,Afternoon,Foggy,None,Medium,High,40,South
0,8,7,2,7,26,14,9,Night,Clear,None,Low,Low,10,South
53,37,33,22,106,80,76,55,Morning,Clear,None,High,High,50,North
36,34,34,52,78,79,73,105,Evening,Clear,None,High,High,50,West
21,18,24,35,53,43,61,84,Afternoon,Clear,None,Medium,High,30,West
43,51,31,28,87,111,70,58,Morning,Clear,None,High,High,50,South
32,42,49,37,71,96,108,77,Evening,Clear,None,Very High,High,40,East
44,33,22,21,121,109,67,72,Morning,Rainy,None,High,High,40,North
25,23,24,31,50,55,53,62,Afternoon,Clear,None,High,Medium,30,West
26,18,30,18,57,51,64,37,Afternoon,Clear,None,Medium,Medium,30,East
33,36,32,53,71,83,67,108,Evening,Clear,None,High,High,50,West
18,16,16,22,41,45,40,55,Afternoon,Clear,None,Medium,Medium,30,West
37,44,32,19,77,92,78,40,Morning,Clear,None,High,High,40,South
29,40,18,29,61,94,48,68,Morning,Clear,None,High,High,40,South
23,14,22,16,58,36,58,41,Afternoon,Clear,None,Medium,Medium,30,North
10,8,1,7,20,20,2,16,Night,Clear,None,Low,Low,10,North
38,41,38,35,84,91,86,72,Evening,Clear,None,High,High,40,South
15,17,21,34,60,45,63,99,Afternoon,Rainy,None,Medium,High,30,West
19,29,30,24,53,65,65,62,Afternoon,Clear,None,High,High,30,East
36,33,33,42,78,76,78,90,Evening,Clear,None,High,High,40,West
47,52,18,15,100,104,39,37,Morning,Clear,None,High,High,50,South
26,31,37,50,63,67,78,100,Evening,Clear,None,High,High,40,West
11,9,5,0,48,44,17,1,Night,Rainy,None,Low,Low,20,North
3,8,7,1,19,18,22,10,Night,Clear,None,Low,Low,10,East
38,37,21,22,83,80,45,49,Morning,Clear,None,High,High,40,North
0,8,7,0,8,32,32,12,Night,Rainy,None,Low,Low,10,East
36,45,14,22,79,102,38,48,Morning,Clear,None,High,High,40,South
7,7,12,2,24,23,37,7,Night,Clear,None,Low,Low,20,East
33,16,43,52,101,54,118,160,Evening,Rainy,None,High,Very High,50,West
32,48,30,29,103,158,106,111,Morning,Foggy,West,High,Very High,30,West
29,37,37,39,70,85,83,78,Evening,Clear,None,High,High,40,West
24,20,19,22,55,45,52,57,Afternoon,Clear,None,Medium,Medium,30,West
23,28,37,49,50,70,82,107,Evening,Clear,None,High,High,40,West
54,46,33,13,120,96,75,33,Morning,Clear,None,High,High,50,North
3,9,4,5,11,31,13,18,Night,Clear,None,Low,Low,10,South
8,4,8,5,20,8,23,10,Night,Clear,None,Low,Low,10,East
14,5,13,3,40,20,41,7,Night,Clear,None,Low,Low,20,East
23,38,56,35,54,86,123,82,Evening,Clear,None,High,High,50,East
1,9,0,3,4,22,2,6,Night,Clear,None,Low,Low,10,South
13,0,3,6,43,20,21,20,Night,Foggy,None,Low,Low,20,North
32,33,30,30,73,67,75,66,Morning,Clear,None,High,High,30,South
43,36,23,17,91,77,53,37,Morning,Clear,None,High,High,40,North
25,32,35,23,59,68,76,52,Afternoon,Clear,None,High,High,30,East
29,14,23,23,72,29,57,54,Afternoon,Clear,None,Medium,Medium,30,North
31,30,29,27,99,85,90,79,Morning,Rainy,None,High,High,30,North
21,21,29,20,53,43,64,51,Afternoon,Clear,None,Medium,Medium,30,East
31,17,53,37,95,58,156,103,Evening,Rainy,None,High,Very High,50,East
48,43,16,16,141,121,44,48,Morning,Rainy,None,High,High,40,North
34,44,40,33,79,91,90,72,Evening,Clear,None,High,High,40,South
44,38,25,13,124,106,87,49,Morning,Rainy,None,High,High,40,North
29,26,21,25,61,54,54,55,Afternoon,Clear,None,High,Medium,30,North
7,14,2,6,16,28,5,20,Night,Clear,None,Low,Low,20,South
46,49,34,28,133,149,101,82,Morning,Rainy,None,High,Very High,40,South
17,31,17,17,66,93,66,60,Afternoon,Rainy,None,Medium,High,30,South
39,46,17,18,84,102,38,39,Morning,Clear,None,High,High,40,South
1,4,1,1,6,19,16,10,Night,Clear,None,Low,Low,10,South
16,25,20,25,32,55,46,64,Afternoon,Clear,None,Medium,Medium,30,West
53,45,18,27,155,137,67,83,Morning,Rainy,None,High,Very High,50,North
35,38,43,35,80,82,100,78,Evening,Clear,None,High,High,40,East
45,36,32,30,99,82,78,68,Morning,Clear,None,High,High,40,North
14,19,35,19,33,42,83,42,Afternoon,Clear,None,Medium,Medium,30,East
42,50,16,13,116,143,59,45,Morning,Rainy,None,High,High,40,South
57,50,23,26,118,111,58,56,Morning,Clear,None,High,High,50,North
9,14,2,5,39,47,8,32,Night,Rainy,None,Low,Medium,20,South
49,51,29,20,112,115,66,40,Morning,Clear,None,High,High,50,South
32,39,38,31,75,82,79,76,Evening,Clear,None,High,High,40,South
34,24,25,19,79,54,59,52,Afternoon,Clear,None,High,High,30,North
25,33,19,35,67,102,71,108,Afternoon,Rainy,None,High,High,30,West
29,20,34,22,60,50,74,57,Afternoon,Clear,None,High,High,30,East
6,2,3,3,12,15,6,9,Night,Clear,None,Low,Low,10,North
6,11,1,6,20,36,10,18,Night,Clear,None,Low,Low,20,South
51,33,36,10,156,108,99,28,Morning,Rainy,None,High,High,50,North
13,30,29,17,28,70,61,36,Afternoon,Clear,None,Medium,Medium,30,South
51,51,14,29,141,148,54,97,Morning,Rainy,None,High,Very High,50,South
17,25,35,23,37,60,70,54,Afternoon,Clear,None,High,Medium,30,East
22,23,29,14,49,50,70,41,Afternoon,Clear,None,Medium,Medium,30,East
30,54,27,14,69,114,60,35,Morning,Clear,None,High,High,50,South
34,23,20,21,70,61,51,45,Afternoon,Clear,None,Medium,Medium,30,North
22,44,33,42,53,101,67,98,Evening,Clear,None,High,High,40,South
23,26,54,29,70,86,149,91,Evening,Rainy,None,High,High,50,East
10,0,2,0,34,14,11,14,Night,Clear,South,Low,Low,10,South
23,33,57,45,49,75,128,103,Evening,Clear,None,High,High,50,East
31,22,23,30,113,79,89,116,Afternoon,Foggy,None,High,High,30,West
0,1,11,7,20,20,34,27,Night,Foggy,None,Low,Low,20,East
34,35,54,34,70,77,116,69,Evening,Clear,None,High,High,50,East
32,34,32,35,76,78,65,76,Evening,Clear,None,High,High,30,West
31,36,49,42,89,109,141,130,Evening,Rainy,None,High,Very High,40,East
17,33,43,43,54,91,126,121,Evening,Rainy,None,High,High,40,West
52,36,9,18,105,84,31,50,Morning,Clear,West,High,High,50,North
45,33,19,30,93,73,48,66,Morning,Clear,None,High,High,40,North
32,27,37,39,79,59,88,91,Evening,Clear,None,High,High,40,West
28,22,34,33,70,52,68,81,Evening,Clear,None,High,High,30,West
46,37,44,31,155,114,142,119,Evening,Foggy,None,High,Very High,40,North
29,34,30,10,71,82,71,32,Morning,Clear,None,High,High,30,South
41,29,41,33,89,66,92,81,Evening,Clear,None,High,High,40,East
21,15,32,31,74,49,105,95,Afternoon,Rainy,None,Medium,High,30,East
51,30,31,19,108,70,71,42,Morning,Clear,None,High,High,50,North
47,40,35,42,95,86,84,87,Evening,Clear,None,Very High,High,40,North
12,11,13,9,34,22,32,32,Night,Clear,None,Medium,Medium,20,East
22,17,28,36,54,42,70,87,Afternoon,Clear,None,High,High,40,West
35,26,39,47,99,81,113,141,Evening,Rainy,None,High,Very High,40,West
30,44,12,19,75,95,29,42,Morning,Clear,None,High,High,40,South
10,7,13,10,20,20,40,26,Night,Clear,None,Medium,Low,20,East
47,30,21,21,107,62,51,53,Morning,Clear,None,High,High,40,North
34,39,23,22,80,81,54,44,Morning,Clear,None,High,High,40,South
40,37,22,27,84,86,54,66,Morning,Clear,None,High,High,40,North
19,40,46,37,54,122,144,118,Evening,Rainy,None,High,Very High,40,East
34,34,10,10,110,103,44,41,Morning,Rainy,None,Medium,High,30,South
37,22,43,43,76,51,99,101,Evening,Clear,None,High,High,40,West
37,25,32,14,78,64,67,41,Afternoon,Clear,None,High,High,40,North
37,25,25,35,88,52,60,76,Afternoon,Clear,None,High,High,40,North
26,18,50,40,65,43,101,82,Evening,Clear,None,High,High,40,East
49,44,15,21,110,93,44,50,Morning,Clear,None,High,High,40,North
37,30,20,27,87,63,48,67,Afternoon,Clear,None,High,High,40,North
37,28,32,46,77,71,79,95,Evening,Clear,None,High,High,40,West
28,26,17,36,66,61,34,81,Afternoon,Clear,None,High,High,40,West
35,17,31,54,97,59,95,147,Evening,Rainy,None,High,High,50,West
25,39,44,47,52,82,90,94,Evening,Clear,None,High,High,40,West
27,24,45,46,103,91,142,151,Evening,Foggy,None,High,Very High,40,West
44,37,14,26,93,86,33,59,Morning,Clear,None,High,High,40,North
15,34,17,25,35,83,39,65,Afternoon,Clear,None,Medium,Medium,30,South
1,0,9,4,11,12,19,11,Night,Clear,None,Low,Low,10,East
46,52,19,11,104,114,42,24,Morning,Clear,None,High,High,50,South
56,40,20,16,162,112,62,47,Morning,Rainy,None,High,High,50,North
26,28,26,20,71,83,90,68,Afternoon,Rainy,None,High,High,30,East
32,35,25,14,95,112,70,55,Morning,Rainy,None,High,High,30,South
46,46,30,23,94,103,75,53,Morning,Clear,None,High,High,40,South
11,7,1,4,32,14,5,13,Night,Clear,None,Low,Low,20,North
44,41,24,14,90,92,60,28,Morning,Clear,None,High,High,40,North
39,38,42,46,79,76,86,94,Evening,Clear,None,Very High,High,40,West
0,14,9,14,5,41,30,38,Night,Clear,None,Low,Low,20,West
6,3,3,11,15,10,9,22,Night,Clear,None,Low,Low,20,West
33,33,34,34,106,98,91,103,Evening,Rainy,None,High,High,30,West
36,33,42,32,76,71,89,70,Evening,Clear,None,High,High,40,East
44,47,32,19,103,102,73,50,Morning,Clear,None,High,High,40,South
41,31,53,43,110,98,151,125,Evening,Rainy,None,Very High,Very High,50,East
26,36,33,54,55,84,67,110,Evening,Clear,None,High,High,50,West
41,44,33,26,97,98,74,66,Morning,Clear,None,High,High,40,South
26,28,30,25,60,58,61,58,Evening,Clear,None,High,Medium,30,East
44,29,28,17,139,97,90,55,Morning,Rainy,None,High,High,40,North
18,16,34,29,44,41,70,70,Evening,Clear,None,Medium,Medium,30,East
20,26,16,23,44,53,34,50,Afternoon,Clear,None,Medium,Medium,30,South
1,0,4,12,20,6,31,54,Night,Foggy,None,Low,Low,20,West
42,46,18,15,93,104,44,38,Morning,Clear,None,High,High,40,South
23,16,25,31,55,45,58,76,Afternoon,Clear,None,Medium,Medium,30,West
42,40,22,28,116,125,68,85,Morning,Rainy,None,High,High,40,South
34,27,28,19,110,83,78,58,Afternoon,Rainy,None,High,High,30,North
40,39,40,49,84,86,91,101,Evening,Clear,None,Very High,High,40,West
16,19,29,18,32,46,64,46,Afternoon,Clear,None,Medium,Medium,30,East
1,5,10,9,4,16,34,28,Night,Clear,None,Low,Low,10,East
44,49,13,19,96,98,30,43,Morning,Clear,None,High,High,40,South
30,29,32,38,72,59,75,77,Evening,Clear,None,High,High,40,West
19,39,52,42,38,78,111,95,Evening,Clear,None,High,High,50,East
4,8,4,4,28,36,31,25,Night,Rainy,None,Low,Medium,10,South
34,40,31,18,113,133,106,58,Morning,Foggy,None,High,Very High,40,South
31,22,20,18,74,54,50,49,Afternoon,Clear,None,Medium,Medium,30,North
25,26,51,40,53,53,108,84,Evening,Clear,None,High,High,50,East
28,35,52,38,57,78,106,91,Evening,Clear,None,High,High,50,East
27,31,20,21,61,69,55,51,Afternoon,Clear,None,Medium,Medium,30,South
4,6,7,0,20,29,32,17,Night,Rainy,None,Low,Low,10,East
14,17,32,16,38,43,67,32,Afternoon,Clear,None,Medium,Medium,30,East
29,31,50,33,82,87,140,95,Evening,Rainy,None,High,Very High,40,East
51,45,20,14,114,97,44,36,Morning,Clear,None,High,High,50,North
31,20,33,26,71,48,80,64,Afternoon,Clear,None,High,High,30,East
27,18,24,19,64,50,49,42,Afternoon,Clear,None,Medium,Medium,30,North
18,22,31,41,48,71,99,124,Evening,Rainy,None,High,High,40,West
42,23,50,38,85,52,105,90,Evening,Clear,None,High,High,40,East
45,28,20,30,100,65,51,64,Morning,Clear,None,High,High,40,North
31,31,29,21,74,74,58,57,Afternoon,Clear,None,High,High,30,North
30,53,16,17,102,167,72,63,Morning,Foggy,None,High,Very High,50,South
36,34,48,48,84,71,109,111,Evening,Clear,None,Very High,High,40,West
52,31,32,19,109,68,70,48,Morning,Clear,None,High,High,50,North
36,46,17,17,77,95,36,42,Morning,Clear,None,High,High,40,South
35,37,53,28,77,82,117,66,Evening,Clear,None,High,High,50,East
18,16,45,45,41,41,94,96,Evening,Clear,None,High,High,40,West
11,7,11,9,25,29,23,31,Night,Clear,None,Low,Low,10,West
22,24,12,27,56,63,31,61,Afternoon,Clear,West,Medium,Medium,30,West
43,49,17,10,156,165,60,43,Morning,Foggy,None,High,Very High,40,South
8,0,6,1,16,15,15,15,Night,Clear,None,Low,Low,10,North
26,32,23,26,65,76,54,66,Afternoon,Clear,None,High,High,30,South
33,39,13,13,103,113,35,40,Morning,Rainy,None,Medium,High,40,South
34,34,30,43,108,99,85,125,Evening,Rainy,None,High,Very High,40,West
24,17,31,22,48,37,66,52,Afternoon,Clear,None,Medium,Medium,30,East
44,23,35,50,102,61,80,101,Evening,Clear,None,High,High,40,West
29,30,21,20,95,95,75,62,Afternoon,Rainy,None,High,High,30,South
54,42,29,25,157,122,93,75,Morning,Rainy,South,High,Very High,40,South
13,22,23,27,40,59,48,62,Afternoon,Clear,None,Medium,Medium,30,West
38,36,40,51,80,78,91,115,Evening,Clear,None,Very High,High,50,West
43,27,12,19,95,65,35,38,Morning,Clear,None,High,Medium,40,North
31,23,29,27,65,50,61,69,Afternoon,Clear,None,High,High,30,North
38,30,24,26,89,73,55,58,Morning,Clear,None,High,High,40,North
26,41,56,52,64,97,123,111,Evening,Clear,East,Very High,High,50,East
32,35,50,35,72,77,105,71,Evening,Clear,None,High,High,40,East
32,15,15,21,79,32,33,55,Afternoon,Clear,None,Medium,Medium,30,North
31,23,23,18,73,58,51,45,Afternoon,Clear,None,Medium,Medium,30,North
12,14,5,6,36,43,14,26,Night,Clear,None,Low,Low,20,South
33,21,38,45,103,75,121,125,Evening,Rainy,North,High,Very High,30,North
19,27,27,37,53,69,57,78,Afternoon,Clear,None,High,High,40,West
36,17,31,54,86,41,73,114,Evening,Clear,None,High,High,50,West
30,44,40,36,67,93,82,73,Evening,Clear,None,High,High,40,South
42,29,43,30,145,91,148,100,Evening,Foggy,None,High,Very High,40,East
18,24,20,32,40,60,47,67,Afternoon,Clear,None,Medium,Medium,30,West
34,41,53,47,74,96,111,104,Evening,Clear,None,Very High,High,50,East
11,10,6,9,37,25,19,22,Night,Clear,None,Low,Low,20,North
33,40,53,42,75,84,110,97,Evening,Clear,None,Very High,High,50,East
5,5,10,10,22,19,31,35,Night,Clear,None,Low,Low,10,West
24,28,55,37,97,106,180,131,Evening,Foggy,None,High,Very High,50,East
42,35,29,16,93,72,66,46,Morning,Clear,None,High,High,40,North
34,35,56,34,82,75,124,79,Evening,Clear,None,High,High,50,East
26,22,43,44,58,57,96,100,Evening,Clear,None,High,High,40,West
8,2,5,8,24,7,11,26,Night,Clear,None,Low,Low,10,West
45,24,49,30,130,70,133,90,Evening,Rainy,North,High,Very High,40,North
43,44,32,24,88,93,69,49,Morning,Clear,None,High,High,40,South
26,32,43,39,55,75,95,78,Evening,Clear,None,High,High,40,East
34,23,27,28,74,49,67,56,Afternoon,Clear,None,High,High,30,North
30,31,30,21,67,73,69,57,Afternoon,Clear,None,High,High,30,South
52,48,34,21,108,97,71,47,Morning,Clear,None,High,High,50,North
20,18,20,19,71,63,75,65,Afternoon,Foggy,None,Medium,High,20,East
27,32,13,17,55,75,36,36,Afternoon,Clear,None,Medium,Medium,30,South
40,41,31,21,124,147,96,72,Morning,Foggy,None,High,Very High,40,South
18,29,29,25,63,78,93,76,Afternoon,Rainy,None,High,High,30,East
35,22,30,31,106,63,91,99,Evening,Rainy,None,High,High,30,North
49,30,16,28,152,89,58,83,Morning,Rainy,None,High,High,40,North
55,36,25,30,180,120,91,99,Morning,Foggy,None,High,Very High,50,North
24,22,42,40,62,57,98,95,Evening,Clear,None,High,High,40,East
41,32,38,45,96,69,82,100,Evening,Clear,None,High,High,40,West
24,42,49,42,72,133,152,122,Evening,Rainy,None,High,Very High,40,East
34,32,30,25,83,75,64,58,Morning,Clear,None,High,High,30,North
20,19,31,44,82,72,97,147,Evening,Foggy,None,High,High,40,West
53,42,18,20,121,96,50,53,Morning,Clear,None,High,High,50,North
39,25,41,53,90,52,94,111,Evening,Clear,None,High,High,50,West
26,24,53,29,62,53,114,68,Evening,Clear,None,High,High,50,East
40,28,51,46,87,62,109,98,Evening,Clear,None,Very High,High,50,East
40,44,25,20,112,139,74,74,Morning,Rainy,None,High,High,40,South
35,53,28,13,79,113,65,40,Morning,Clear,None,High,High,50,South
30,32,20,14,97,111,85,63,Afternoon,Foggy,None,Medium,High,30,South
17,20,34,28,46,41,75,57,Afternoon,Clear,None,Medium,Medium,30,East
52,42,26,25,112,89,63,61,Morning,Clear,None,High,High,50,North
9,4,0,10,32,21,5,31,Night,Rainy,None,Low,Low,10,West
23,31,32,31,79,103,98,85,Evening,Rainy,None,High,High,30,South
22,34,32,52,59,74,70,110,Evening,Clear,None,High,High,50,West
22,27,39,34,69,89,139,113,Evening,Foggy,None,High,Very High,40,East
21,22,40,36,55,53,90,78,Evening,Clear,None,High,High,40,East
48,38,50,32,96,81,113,79,Evening,Clear,None,Very High,High,40,East
38,14,32,16,118,55,95,51,Afternoon,Rainy,None,High,High,40,North
22,38,49,38,47,82,100,85,Evening,Clear,None,High,High,40,East
45,28,17,16,129,93,63,63,Morning,Rainy,None,High,High,40,North
29,31,51,43,72,69,104,99,Evening,Clear,None,High,High,50,East
5,7,1,7,21,27,10,15,Night,Clear,None,Low,Low,10,South
28,29,32,38,63,73,74,78,Afternoon,Clear,None,High,High,40,West
7,8,10,8,18,23,35,26,Night,Clear,None,Low,Low,10,East
36,46,26,19,114,133,87,64,Morning,Rainy,None,High,High,40,South
